"11/30/2025 10.00 AM";"3,408"
"11/30/2025 10.15 AM";"3,508"
"11/30/2025 10.30 AM";"3,636"
"11/30/2025 10.45 AM";"3,604"
"11/30/2025 11.00 AM";"1,724"
"11/30/2025 11.15 AM";"1,468"
"11/30/2025 11.30 AM";"1,232"
"11/30/2025 11.45 AM";"644"
"11/30/2025 12.00 PM";"3,796"
"11/30/2025 12.15 PM";"3,300"
"11/30/2025 12.30 PM";"1,988"
"11/30/2025 12.45 PM";"1,284"
"11/30/2025 01.00 PM";"2,040"
"11/30/2025 01.15 PM";"3,248"
"11/30/2025 01.30 PM";"3,276"
"11/30/2025 01.45 PM";"3,040"
"11/30/2025 02.00 PM";"2,808"
"11/30/2025 02.15 PM";"2,656"
"11/30/2025 02.30 PM";"2,240"
"11/30/2025 02.45 PM";"664"
"11/30/2025 03.00 PM";"388"
"11/30/2025 03.15 PM";"628"
"11/30/2025 03.30 PM";"948"
"11/30/2025 03.45 PM";"484"
"11/30/2025 04.00 PM";"228"
"11/30/2025 04.15 PM";"64"
"11/30/2025 04.30 PM";"24"
"11/30/2025 04.45 PM";"0"
"11/30/2025 05.00 PM";"0"
"11/30/2025 05.15 PM";"0"
"11/30/2025 05.30 PM";"0"
"11/30/2025 05.45 PM";"0"
"11/30/2025 06.00 PM";"0"
"11/30/2025 06.15 PM";"0"
"11/30/2025 06.30 PM";"0"
"11/30/2025 06.45 PM";"0"
"11/30/2025 07.00 PM";"0"
"11/30/2025 07.15 PM";"0"
"11/30/2025 07.30 PM";"0"
"11/30/2025 07.45 PM";"0"
"11/30/2025 08.00 PM";"0"
"11/30/2025 08.15 PM";"0"
"11/30/2025 08.30 PM";"0"
"11/30/2025 08.45 PM";"0"
"11/30/2025 09.00 PM";"0"
"11/30/2025 09.15 PM";"0"
"11/30/2025 09.30 PM";"0"
"11/30/2025 09.45 PM";"0"
"11/30/2025 10.00 PM";"0"
"11/30/2025 10.15 PM";"0"
"11/30/2025 10.30 PM";"0"
"11/30/2025 10.45 PM";"0"
"11/30/2025 11.00 PM";"0"
"11/30/2025 11.15 PM";"0"
"11/30/2025 11.30 PM";"0"
"11/30/2025 11.45 PM";"0"
"12/01/2025 12.00 AM";"0"
"12/01/2025 12.15 AM";"0"
"12/01/2025 12.30 AM";"0"
"12/01/2025 12.45 AM";"0"
"12/01/2025 01.00 AM";"0"
"12/01/2025 01.15 AM";"0"
"12/01/2025 01.30 AM";"0"
"12/01/2025 01.45 AM";"0"
"12/01/2025 02.00 AM";"0"
"12/01/2025 02.15 AM";"0"
"12/01/2025 02.30 AM";"0"
"12/01/2025 02.45 AM";"0"
"12/01/2025 03.00 AM";"0"
"12/01/2025 03.15 AM";"0"
"12/01/2025 03.30 AM";"0"
"12/01/2025 03.45 AM";"0"
"12/01/2025 04.00 AM";"0"
"12/01/2025 04.15 AM";"0"
"12/01/2025 04.30 AM";"0"
"12/01/2025 04.45 AM";"0"
"12/01/2025 05.00 AM";"0"
"12/01/2025 05.15 AM";"0"
"12/01/2025 05.30 AM";"0"
"12/01/2025 05.45 AM";"0"
"12/01/2025 06.00 AM";"0"
"12/01/2025 06.15 AM";"0"
"12/01/2025 06.30 AM";"0"
"12/01/2025 06.45 AM";"0"
"12/01/2025 07.00 AM";"100"
"12/01/2025 07.15 AM";"320"
"12/01/2025 07.30 AM";"744"
"12/01/2025 07.45 AM";"1,028"
"12/01/2025 08.00 AM";"1,552"
"12/01/2025 08.15 AM";"1,904"
"12/01/2025 08.30 AM";"2,288"
"12/01/2025 08.45 AM";"2,588"
"12/01/2025 09.00 AM";"2,900"
"12/01/2025 09.15 AM";"3,288"
"12/01/2025 09.30 AM";"3,492"
"12/01/2025 09.45 AM";"3,648"
"12/01/2025 10.00 AM";"3,932"
"12/01/2025 10.15 AM";"4,052"
"12/01/2025 10.30 AM";"4,024"
"12/01/2025 10.45 AM";"4,268"
"12/01/2025 11.00 AM";"4,336"
"12/01/2025 11.15 AM";"4,396"
"12/01/2025 11.30 AM";"4,344"
"12/01/2025 11.45 AM";"4,372"
"12/01/2025 12.00 PM";"4,276"
"12/01/2025 12.15 PM";"4,212"
"12/01/2025 12.30 PM";"4,128"
"12/01/2025 12.45 PM";"4,012"
"12/01/2025 01.00 PM";"3,880"
"12/01/2025 01.15 PM";"3,716"
"12/01/2025 01.30 PM";"3,500"
"12/01/2025 01.45 PM";"3,288"
"12/01/2025 02.00 PM";"3,108"
"12/01/2025 02.15 PM";"2,224"
"12/01/2025 02.30 PM";"2,620"
"12/01/2025 02.45 PM";"2,316"
"12/01/2025 03.00 PM";"1,860"
"12/01/2025 03.15 PM";"1,404"
"12/01/2025 03.30 PM";"1,040"
"12/01/2025 03.45 PM";"368"
"12/01/2025 04.00 PM";"260"
"12/01/2025 04.15 PM";"188"
"12/01/2025 04.30 PM";"44"
"12/01/2025 04.45 PM";"0"
"12/01/2025 05.00 PM";"0"
"12/01/2025 05.15 PM";"0"
"12/01/2025 05.30 PM";"0"
"12/01/2025 05.45 PM";"0"
"12/01/2025 06.00 PM";"0"
"12/01/2025 06.15 PM";"0"
"12/01/2025 06.30 PM";"0"
"12/01/2025 06.45 PM";"0"
"12/01/2025 07.00 PM";"0"
"12/01/2025 07.15 PM";"0"
"12/01/2025 07.30 PM";"0"
"12/01/2025 07.45 PM";"0"
"12/01/2025 08.00 PM";"0"
"12/01/2025 08.15 PM";"0"
"12/01/2025 08.30 PM";"0"
"12/01/2025 08.45 PM";"0"
"12/01/2025 09.00 PM";"0"
"12/01/2025 09.15 PM";"0"
"12/01/2025 09.30 PM";"0"
"12/01/2025 09.45 PM";"0"
"12/01/2025 10.00 PM";"0"
"12/01/2025 10.15 PM";"0"
"12/01/2025 10.30 PM";"0"
"12/01/2025 10.45 PM";"0"
"12/01/2025 11.00 PM";"0"
"12/01/2025 11.15 PM";"0"
"12/01/2025 11.30 PM";"0"
"12/01/2025 11.45 PM";"0"
"12/02/2025 12.00 AM";"0"
"12/02/2025 12.15 AM";"0"
"12/02/2025 12.30 AM";"0"
"12/02/2025 12.45 AM";"0"
"12/02/2025 01.00 AM";"0"
"12/02/2025 01.15 AM";"0"
"12/02/2025 01.30 AM";"0"
"12/02/2025 01.45 AM";"0"
"12/02/2025 02.00 AM";"0"
"12/02/2025 02.15 AM";"0"
"12/02/2025 02.30 AM";"0"
"12/02/2025 02.45 AM";"0"
"12/02/2025 03.00 AM";"0"
"12/02/2025 03.15 AM";"0"
"12/02/2025 03.30 AM";"0"
"12/02/2025 03.45 AM";"0"
"12/02/2025 04.00 AM";"0"
"12/02/2025 04.15 AM";"0"
"12/02/2025 04.30 AM";"0"
"12/02/2025 04.45 AM";"0"
"12/02/2025 05.00 AM";"0"
"12/02/2025 05.15 AM";"0"
"12/02/2025 05.30 AM";"0"
"12/02/2025 05.45 AM";"0"
"12/02/2025 06.00 AM";"0"
"12/02/2025 06.15 AM";"0"
"12/02/2025 06.30 AM";"0"
"12/02/2025 06.45 AM";"0"
"12/02/2025 07.00 AM";"92"
"12/02/2025 07.15 AM";"364"
"12/02/2025 07.30 AM";"788"
"12/02/2025 07.45 AM";"1,116"
"12/02/2025 08.00 AM";"1,548"
"12/02/2025 08.15 AM";"1,896"
"12/02/2025 08.30 AM";"2,276"
"12/02/2025 08.45 AM";"2,596"
"12/02/2025 09.00 AM";"2,748"
"12/02/2025 09.15 AM";"2,232"
"12/02/2025 09.30 AM";"3,720"
"12/02/2025 09.45 AM";"3,720"
"12/02/2025 10.00 AM";"3,884"
"12/02/2025 10.15 AM";"4,044"
"12/02/2025 10.30 AM";"4,104"
"12/02/2025 10.45 AM";"4,292"
"12/02/2025 11.00 AM";"2,932"
"12/02/2025 11.15 AM";"960"
"12/02/2025 11.30 AM";"892"
"12/02/2025 11.45 AM";"712"
"12/02/2025 12.00 PM";"576"
"12/02/2025 12.15 PM";"668"
"12/02/2025 12.30 PM";"764"
"12/02/2025 12.45 PM";"924"
"12/02/2025 01.00 PM";"1,216"
"12/02/2025 01.15 PM";"3,420"
"12/02/2025 01.30 PM";"3,460"
"12/02/2025 01.45 PM";"3,184"
"12/02/2025 02.00 PM";"2,932"
"12/02/2025 02.15 PM";"2,696"
"12/02/2025 02.30 PM";"2,308"
"12/02/2025 02.45 PM";"1,996"
"12/02/2025 03.00 PM";"1,564"
"12/02/2025 03.15 PM";"672"
"12/02/2025 03.30 PM";"616"
"12/02/2025 03.45 PM";"444"
"12/02/2025 04.00 PM";"152"
"12/02/2025 04.15 PM";"72"
"12/02/2025 04.30 PM";"8"
"12/02/2025 04.45 PM";"0"
"12/02/2025 05.00 PM";"0"
"12/02/2025 05.15 PM";"0"
"12/02/2025 05.30 PM";"0"
"12/02/2025 05.45 PM";"0"
"12/02/2025 06.00 PM";"0"
"12/02/2025 06.15 PM";"0"
"12/02/2025 06.30 PM";"0"
"12/02/2025 06.45 PM";"0"
"12/02/2025 07.00 PM";"0"
"12/02/2025 07.15 PM";"0"
"12/02/2025 07.30 PM";"0"
"12/02/2025 07.45 PM";"0"
"12/02/2025 08.00 PM";"0"
"12/02/2025 08.15 PM";"0"
"12/02/2025 08.30 PM";"0"
"12/02/2025 08.45 PM";"0"
"12/02/2025 09.00 PM";"0"
"12/02/2025 09.15 PM";"0"
"12/02/2025 09.30 PM";"0"
"12/02/2025 09.45 PM";"0"
"12/02/2025 10.00 PM";"0"
"12/02/2025 10.15 PM";"0"
"12/02/2025 10.30 PM";"0"
"12/02/2025 10.45 PM";"0"
"12/02/2025 11.00 PM";"0"
"12/02/2025 11.15 PM";"0"
"12/02/2025 11.30 PM";"0"
"12/02/2025 11.45 PM";"0"
"12/03/2025 12.00 AM";"0"
"12/03/2025 12.15 AM";"0"
"12/03/2025 12.30 AM";"0"
"12/03/2025 12.45 AM";"0"
"12/03/2025 01.00 AM";"0"
"12/03/2025 01.15 AM";"0"
"12/03/2025 01.30 AM";"0"
"12/03/2025 01.45 AM";"0"
"12/03/2025 02.00 AM";"0"
"12/03/2025 02.15 AM";"0"
"12/03/2025 02.30 AM";"0"
"12/03/2025 02.45 AM";"0"
"12/03/2025 03.00 AM";"0"
"12/03/2025 03.15 AM";"0"
"12/03/2025 03.30 AM";"0"
"12/03/2025 03.45 AM";"0"
"12/03/2025 04.00 AM";"0"
"12/03/2025 04.15 AM";"0"
"12/03/2025 04.30 AM";"0"
"12/03/2025 04.45 AM";"0"
"12/03/2025 05.00 AM";"0"
"12/03/2025 05.15 AM";"0"
"12/03/2025 05.30 AM";"0"
"12/03/2025 05.45 AM";"0"
"12/03/2025 06.00 AM";"0"
"12/03/2025 06.15 AM";"0"
"12/03/2025 06.30 AM";"0"
"12/03/2025 06.45 AM";"8"
"12/03/2025 07.00 AM";"140"
"12/03/2025 07.15 AM";"260"
"12/03/2025 07.30 AM";"688"
"12/03/2025 07.45 AM";"1,008"
"12/03/2025 08.00 AM";"944"
"12/03/2025 08.15 AM";"1,548"
"12/03/2025 08.30 AM";"2,104"
"12/03/2025 08.45 AM";"2,368"
"12/03/2025 09.00 AM";"2,372"
"12/03/2025 09.15 AM";"2,996"
"12/03/2025 09.30 AM";"2,876"
"12/03/2025 09.45 AM";"3,216"
"12/03/2025 10.00 AM";"2,888"
"12/03/2025 10.15 AM";"2,716"
"12/03/2025 10.30 AM";"2,592"
"12/03/2025 10.45 AM";"2,640"
"12/03/2025 11.00 AM";"2,700"
"12/03/2025 11.15 AM";"1,420"
"12/03/2025 11.30 AM";"1,536"
"12/03/2025 11.45 AM";"2,156"
"12/03/2025 12.00 PM";"1,696"
"12/03/2025 12.15 PM";"1,784"
"12/03/2025 12.30 PM";"2,024"
"12/03/2025 12.45 PM";"1,868"
"12/03/2025 01.00 PM";"1,764"
"12/03/2025 01.15 PM";"1,276"
"12/03/2025 01.30 PM";"984"
"12/03/2025 01.45 PM";"908"
"12/03/2025 02.00 PM";"900"
"12/03/2025 02.15 PM";"840"
"12/03/2025 02.30 PM";"744"
"12/03/2025 02.45 PM";"784"
"12/03/2025 03.00 PM";"728"
"12/03/2025 03.15 PM";"484"
"12/03/2025 03.30 PM";"304"
"12/03/2025 03.45 PM";"184"
"12/03/2025 04.00 PM";"92"
"12/03/2025 04.15 PM";"40"
"12/03/2025 04.30 PM";"4"
"12/03/2025 04.45 PM";"0"
"12/03/2025 05.00 PM";"0"
"12/03/2025 05.15 PM";"0"
"12/03/2025 05.30 PM";"0"
"12/03/2025 05.45 PM";"0"
"12/03/2025 06.00 PM";"0"
"12/03/2025 06.15 PM";"0"
"12/03/2025 06.30 PM";"0"
"12/03/2025 06.45 PM";"0"
"12/03/2025 07.00 PM";"0"
"12/03/2025 07.15 PM";"0"
"12/03/2025 07.30 PM";"0"
"12/03/2025 07.45 PM";"0"
"12/03/2025 08.00 PM";"0"
"12/03/2025 08.15 PM";"0"
"12/03/2025 08.30 PM";"0"
"12/03/2025 08.45 PM";"0"
"12/03/2025 09.00 PM";"0"
"12/03/2025 09.15 PM";"0"
"12/03/2025 09.30 PM";"0"
"12/03/2025 09.45 PM";"0"
"12/03/2025 10.00 PM";"0"
"12/03/2025 10.15 PM";"0"
"12/03/2025 10.30 PM";"0"
"12/03/2025 10.45 PM";"0"
"12/03/2025 11.00 PM";"0"
"12/03/2025 11.15 PM";"0"
"12/03/2025 11.30 PM";"0"
"12/03/2025 11.45 PM";"0"
"12/04/2025 12.00 AM";"0"
"12/04/2025 12.15 AM";"0"
"12/04/2025 12.30 AM";"0"
"12/04/2025 12.45 AM";"0"
"12/04/2025 01.00 AM";"0"
"12/04/2025 01.15 AM";"0"
"12/04/2025 01.30 AM";"0"
"12/04/2025 01.45 AM";"0"
"12/04/2025 02.00 AM";"0"
"12/04/2025 02.15 AM";"0"
"12/04/2025 02.30 AM";"0"
"12/04/2025 02.45 AM";"0"
"12/04/2025 03.00 AM";"0"
"12/04/2025 03.15 AM";"0"
"12/04/2025 03.30 AM";"0"
"12/04/2025 03.45 AM";"0"
"12/04/2025 04.00 AM";"0"
"12/04/2025 04.15 AM";"0"
"12/04/2025 04.30 AM";"0"
"12/04/2025 04.45 AM";"0"
"12/04/2025 05.00 AM";"0"
"12/04/2025 05.15 AM";"0"
"12/04/2025 05.30 AM";"0"
"12/04/2025 05.45 AM";"0"
"12/04/2025 06.00 AM";"0"
"12/04/2025 06.15 AM";"0"
"12/04/2025 06.30 AM";"0"
"12/04/2025 06.45 AM";"0"
"12/04/2025 07.00 AM";"8"
"12/04/2025 07.15 AM";"112"
"12/04/2025 07.30 AM";"480"
"12/04/2025 07.45 AM";"804"
"12/04/2025 08.00 AM";"1,220"
"12/04/2025 08.15 AM";"1,552"
"12/04/2025 08.30 AM";"1,908"
"12/04/2025 08.45 AM";"2,164"
"12/04/2025 09.00 AM";"2,736"
"12/04/2025 09.15 AM";"3,500"
"12/04/2025 09.30 AM";"2,404"
"12/04/2025 09.45 AM";"1,620"
"12/04/2025 10.00 AM";"1,716"
"12/04/2025 10.15 AM";"1,772"
"12/04/2025 10.30 AM";"2,708"
"12/04/2025 10.45 AM";"4,280"
"12/04/2025 11.00 AM";"3,716"
"12/04/2025 11.15 AM";"3,132"
"12/04/2025 11.30 AM";"1,664"
"12/04/2025 11.45 AM";"2,100"
"12/04/2025 12.00 PM";"3,648"
"12/04/2025 12.15 PM";"2,624"
"12/04/2025 12.30 PM";"1,836"
"12/04/2025 12.45 PM";"2,144"
"12/04/2025 01.00 PM";"1,112"
"12/04/2025 01.15 PM";"952"
"12/04/2025 01.30 PM";"1,016"
"12/04/2025 01.45 PM";"896"
"12/04/2025 02.00 PM";"1,120"
"12/04/2025 02.15 PM";"1,364"
"12/04/2025 02.30 PM";"940"
"12/04/2025 02.45 PM";"440"
"12/04/2025 03.00 PM";"376"
"12/04/2025 03.15 PM";"352"
"12/04/2025 03.30 PM";"248"
"12/04/2025 03.45 PM";"132"
"12/04/2025 04.00 PM";"128"
"12/04/2025 04.15 PM";"68"
"12/04/2025 04.30 PM";"12"
"12/04/2025 04.45 PM";"0"
"12/04/2025 05.00 PM";"0"
"12/04/2025 05.15 PM";"0"
"12/04/2025 05.30 PM";"0"
"12/04/2025 05.45 PM";"0"
"12/04/2025 06.00 PM";"0"
"12/04/2025 06.15 PM";"0"
"12/04/2025 06.30 PM";"0"
"12/04/2025 06.45 PM";"0"
"12/04/2025 07.00 PM";"0"
"12/04/2025 07.15 PM";"0"
"12/04/2025 07.30 PM";"0"
"12/04/2025 07.45 PM";"0"
"12/04/2025 08.00 PM";"0"
"12/04/2025 08.15 PM";"0"
"12/04/2025 08.30 PM";"0"
"12/04/2025 08.45 PM";"0"
"12/04/2025 09.00 PM";"0"
"12/04/2025 09.15 PM";"0"
"12/04/2025 09.30 PM";"0"
"12/04/2025 09.45 PM";"0"
"12/04/2025 10.00 PM";"0"
"12/04/2025 10.15 PM";"0"
"12/04/2025 10.30 PM";"0"
"12/04/2025 10.45 PM";"0"
"12/04/2025 11.00 PM";"0"
"12/04/2025 11.15 PM";"0"
"12/04/2025 11.30 PM";"0"
"12/04/2025 11.45 PM";"0"
"12/05/2025 12.00 AM";"0"
"12/05/2025 12.15 AM";"0"
"12/05/2025 12.30 AM";"0"
"12/05/2025 12.45 AM";"0"
"12/05/2025 01.00 AM";"0"
"12/05/2025 01.15 AM";"0"
"12/05/2025 01.30 AM";"0"
"12/05/2025 01.45 AM";"0"
"12/05/2025 02.00 AM";"0"
"12/05/2025 02.15 AM";"0"
"12/05/2025 02.30 AM";"0"
"12/05/2025 02.45 AM";"0"
"12/05/2025 03.00 AM";"0"
"12/05/2025 03.15 AM";"0"
"12/05/2025 03.30 AM";"0"
"12/05/2025 03.45 AM";"0"
"12/05/2025 04.00 AM";"0"
"12/05/2025 04.15 AM";"0"
"12/05/2025 04.30 AM";"0"
"12/05/2025 04.45 AM";"0"
"12/05/2025 05.00 AM";"0"
"12/05/2025 05.15 AM";"0"
"12/05/2025 05.30 AM";"0"
"12/05/2025 05.45 AM";"0"
"12/05/2025 06.00 AM";"0"
"12/05/2025 06.15 AM";"0"
"12/05/2025 06.30 AM";"0"
"12/05/2025 06.45 AM";"0"
"12/05/2025 07.00 AM";"20"
"12/05/2025 07.15 AM";"136"
"12/05/2025 07.30 AM";"416"
"12/05/2025 07.45 AM";"512"
"12/05/2025 08.00 AM";"576"
"12/05/2025 08.15 AM";"924"
"12/05/2025 08.30 AM";"1,688"
"12/05/2025 08.45 AM";"1,092"
"12/05/2025 09.00 AM";"1,444"
"12/05/2025 09.15 AM";"1,936"
"12/05/2025 09.30 AM";"2,980"
"12/05/2025 09.45 AM";"2,852"
"12/05/2025 10.00 AM";"1,888"
"12/05/2025 10.15 AM";"1,764"
"12/05/2025 10.30 AM";"2,256"
"12/05/2025 10.45 AM";"3,580"
"12/05/2025 11.00 AM";"1,828"
"12/05/2025 11.15 AM";"1,816"
"12/05/2025 11.30 AM";"2,740"
"12/05/2025 11.45 AM";"2,080"
"12/05/2025 12.00 PM";"3,208"
"12/05/2025 12.15 PM";"4,380"
"12/05/2025 12.30 PM";"3,752"
"12/05/2025 12.45 PM";"3,552"
"12/05/2025 01.00 PM";"3,420"
"12/05/2025 01.15 PM";"2,904"
"12/05/2025 01.30 PM";"884"
"12/05/2025 01.45 PM";"1,264"
"12/05/2025 02.00 PM";"1,808"
"12/05/2025 02.15 PM";"1,860"
"12/05/2025 02.30 PM";"2,100"
"12/05/2025 02.45 PM";"1,084"
"12/05/2025 03.00 PM";"372"
"12/05/2025 03.15 PM";"224"
"12/05/2025 03.30 PM";"92"
"12/05/2025 03.45 PM";"192"
"12/05/2025 04.00 PM";"384"
"12/05/2025 04.15 PM";"140"
"12/05/2025 04.30 PM";"36"
"12/05/2025 04.45 PM";"0"
"12/05/2025 05.00 PM";"0"
"12/05/2025 05.15 PM";"0"
"12/05/2025 05.30 PM";"0"
"12/05/2025 05.45 PM";"0"
"12/05/2025 06.00 PM";"0"
"12/05/2025 06.15 PM";"0"
"12/05/2025 06.30 PM";"0"
"12/05/2025 06.45 PM";"0"
"12/05/2025 07.00 PM";"0"
"12/05/2025 07.15 PM";"0"
"12/05/2025 07.30 PM";"0"
"12/05/2025 07.45 PM";"0"
"12/05/2025 08.00 PM";"0"
"12/05/2025 08.15 PM";"0"
"12/05/2025 08.30 PM";"0"
"12/05/2025 08.45 PM";"0"
"12/05/2025 09.00 PM";"0"
"12/05/2025 09.15 PM";"0"
"12/05/2025 09.30 PM";"0"
"12/05/2025 09.45 PM";"0"
"12/05/2025 10.00 PM";"0"
"12/05/2025 10.15 PM";"0"
"12/05/2025 10.30 PM";"0"
"12/05/2025 10.45 PM";"0"
"12/05/2025 11.00 PM";"0"
"12/05/2025 11.15 PM";"0"
"12/05/2025 11.30 PM";"0"
"12/05/2025 11.45 PM";"0"
"12/06/2025 12.00 AM";"0"
